Site,Date,Plane_Height,Area_2D,Area_3D,Volume
044l,20150926,8kto25k,3893.58520371,3973.37487436,5861.00271605
044l,20150926,above836.92,6393.05345501,6543.8387954,8442.22778903
044l,20150926,above837.02,5849.68313065,5997.10225315,8018.62054721
044l,20150926,above837.12,5417.50212693,5561.80524393,7642.98327974
044l,20150926,above837.22,5094.20328504,5235.74974351,7295.16112384
044l,20150926,above837.32,4754.34634649,4893.48026369,6977.91377033
044l,20150926,above837.42,4422.57454484,4559.50756927,6690.10688204
044l,20150926,above837.52,4114.78001557,4249.62931315,6428.9773355
044l,20150926,above837.62,3900.46556307,4033.37112365,6192.69026278
044l,20150926,above837.72,3801.69718809,3932.67697609,5965.70975881
044l,20150926,above837.82,3633.10826271,3762.25239206,5747.1042964
044l,20150926,above837.92,3501.26395658,3628.38913409,5540.47930848
044l,20150926,above838.02,3387.30961281,3512.01976917,5340.1637476
044l,20150926,above838.12,3293.25214424,3415.07357714,5143.76900131
044l,20150926,above838.22,3211.64182262,3330.22069522,4950.2243827
044l,20150926,above838.32,3135.29779698,3250.37229117,4759.06590987
044l,20150926,above838.42,3070.31732692,3181.69410469,4569.58801111
044l,20150926,above838.52,3010.56346348,3118.0176576,4377.874366
044l,20150926,above838.62,2956.96019782,3060.22509125,4184.15894454
044l,20150926,above838.72,2906.5172031,3005.34254382,3987.21422989
044l,20150926,above838.82,2856.87045613,2951.10503608,3781.155921
044l,20150926,above838.92,2802.47029036,2892.03712228,3562.92258268
044l,20150926,above839.02,2737.06619688,2822.01697434,3331.34381791
044l,20150926,above839.12,2658.48935549,2738.80101775,3087.18533861
044l,20150926,above839.22,2582.64704961,2658.26437722,2833.8497231
044l,20150926,above839.32,2499.4682513,2570.46392104,2581.22507297
044l,20150926,above839.42,2408.59406139,2475.05055745,2335.87453372
044l,20150926,above839.52,2312.27211091,2374.22208967,2099.89349816
