Site,Date,Plane_Height,Area_2D,Area_3D,Volume
084r,20141002,8kto25k,674.882228697,698.270551616,283.815934258
084r,20141002,above725.9,984.865883363,1023.25046658,427.601633215
084r,20141002,above726.0,972.766140062,1011.10355391,417.255380996
084r,20141002,above726.1,937.672541975,975.685547234,404.349629235
084r,20141002,above726.2,894.429522377,931.931681971,389.313248446
084r,20141002,above726.3,846.574734275,883.522703698,372.794461658
084r,20141002,above726.4,794.592720343,830.939839579,355.090228993
084r,20141002,above726.5,730.909240673,766.68967978,336.724732819
084r,20141002,above726.6,663.494204825,698.73554473,318.101244939
084r,20141002,above726.7,586.036030818,620.77514235,303.247242521
084r,20141002,above726.8,524.894524882,559.10660795,293.347797636
084r,20141002,above726.9,493.843674835,527.31756073,286.005172825
084r,20141002,above727.0,473.27093097,505.901574736,279.177178006
084r,20141002,above727.1,454.877210479,486.616446644,272.085727991
084r,20141002,above727.2,438.572411568,469.348283105,264.18784989
084r,20141002,above727.3,425.339179557,455.013203253,255.628816484
084r,20141002,above727.4,414.245476746,442.696484987,246.362215183
084r,20141002,above727.5,404.13439569,431.283706329,236.322567978
084r,20141002,above727.6,394.538061774,420.333841747,225.936570579
084r,20141002,above727.7,384.887465618,409.332541239,215.465515961
084r,20141002,above727.8,375.115007951,398.212437715,205.10467055
084r,20141002,above727.9,365.182231152,386.938132968,194.892070523
084r,20141002,above728.0,355.111749596,375.539726203,184.836727593
084r,20141002,above728.1,344.994935323,364.111228675,174.904236814
084r,20141002,above728.2,334.52995015,352.37650683,165.192923715
084r,20141002,above728.3,323.850586016,340.453846265,155.740234214
084r,20141002,above728.4,313.175518924,328.542390302,146.52088537
084r,20141002,above728.5,302.489643275,316.626194884,137.420603137
084r,20141002,above728.6,291.492233158,304.426036616,128.432604596
084r,20141002,above728.7,280.333599113,292.082144977,119.587434116
084r,20141002,above728.8,269.380852632,279.98307141,110.729681874
084r,20141002,above728.9,258.939476724,268.441611527,101.659243459
084r,20141002,above729.0,249.438467313,257.906960669,92.1700743724
084r,20141002,above729.1,240.21588111,247.704914009,82.766546041
084r,20141002,above729.2,230.949340837,237.5116236,73.8355238674
084r,20141002,above729.3,221.241979106,226.93920393,65.3426815671
084r,20141002,above729.4,212.175291105,217.04514394,57.2842878571
084r,20141002,above729.5,204.371500141,208.466840998,49.5417621008
084r,20141002,above729.6,196.173778988,199.533617001,42.0671641294
084r,20141002,above729.7,183.153806091,185.874237738,35.0062777917
084r,20141002,above729.8,166.324687614,168.523399403,28.9540244772
084r,20141002,above729.9,152.801210057,154.598839895,23.7695992948
084r,20141002,above730.0,138.765566593,140.267797081,19.3315873424
084r,20141002,above730.1,127.143823492,128.379065055,15.4792157758
084r,20141002,above730.2,113.867156692,114.923007202,11.8321364978
084r,20141002,above730.3,97.448509591,98.3561228445,8.30618178665
084r,20141002,above730.4,75.9913680902,76.7747006468,5.95682232269
084r,20141002,above730.5,63.0706178467,63.7453198567,4.61813330989
084r,20141002,above730.6,51.0790696061,51.6489706907,3.75604163282
084r,20141002,above730.7,40.9762205315,41.4397629651,3.27075117215
084r,20141002,above730.8,32.3978633172,32.7530027056,2.98053071451
084r,20141002,above730.9,24.2571586591,24.5127998858,2.69235821859
084r,20141002,above731.0,17.3117772463,17.4813260034,2.0952429634
084r,20141002,above731.1,11.6668879721,11.7717611578,1.31983009361
084r,20141002,above731.2,7.04121764588,7.09427094729,0.541150216365
084r,20141002,above731.3,2.47137774548,2.48711811352,0.0763585651569
