Site,Date,Plane_Height,Area_2D,Area_3D,Volume
084r,20091017,8kto25k,727.269860476,756.82199536,199.682599637
084r,20091017,above725.9,988.698096827,1032.31051302,281.103953124
084r,20091017,above726.0,958.425435949,1001.24413538,272.33303649
084r,20091017,above726.1,928.537833618,970.546419023,261.303420523
084r,20091017,above726.2,900.338678468,941.46945247,246.941565288
084r,20091017,above726.3,828.807551644,868.717906451,229.875568007
084r,20091017,above726.4,779.06548583,817.246134229,214.268021292
084r,20091017,above726.5,734.169769416,770.566138204,196.799306843
084r,20091017,above726.6,665.235013388,700.043476209,177.777977462
084r,20091017,above726.7,577.586620034,611.208075588,163.194346575
084r,20091017,above726.8,513.320229357,546.159114364,155.09477686
084r,20091017,above726.9,486.571582176,518.686107756,148.783582045
084r,20091017,above727.0,459.494552619,490.83775674,143.178603337
084r,20091017,above727.1,429.22965928,459.757557195,138.257488786
084r,20091017,above727.2,400.070042806,429.633294241,133.803567612
084r,20091017,above727.3,378.963938819,407.35975978,129.788359269
084r,20091017,above727.4,363.494296848,390.597021053,125.623408961
084r,20091017,above727.5,350.649815718,376.3698808,121.032916274
084r,20091017,above727.6,339.507216603,363.780279423,116.304981528
084r,20091017,above727.7,328.682009288,351.487195687,111.626189026
084r,20091017,above727.8,318.490867398,339.905711704,107.146743703
084r,20091017,above727.9,308.912993165,329.045484429,102.811251822
084r,20091017,above728.0,298.592019894,317.501866315,98.6319809918
084r,20091017,above728.1,289.285939862,307.008255723,94.5606847462
084r,20091017,above728.2,280.828731628,297.398042282,90.5528742061
084r,20091017,above728.3,272.456887273,287.90630351,86.5842325194
084r,20091017,above728.4,263.987615806,278.362989366,82.621682863
084r,20091017,above728.5,255.458436487,268.792821332,78.5636070648
084r,20091017,above728.6,247.158686016,259.456328815,74.3774638063
084r,20091017,above728.7,239.05590847,250.321453752,70.0435638154
084r,20091017,above728.8,230.512141034,240.755807356,65.4089486057
084r,20091017,above728.9,221.393323897,230.620784712,60.3789236023
084r,20091017,above729.0,212.313173957,220.566178099,54.8480080743
084r,20091017,above729.1,203.336049895,210.662241386,49.3746815497
084r,20091017,above729.2,193.942724883,200.399904382,44.3584712712
084r,20091017,above729.3,183.553579898,189.187020604,39.8317664788
084r,20091017,above729.4,173.397052793,178.316707694,35.8096852238
084r,20091017,above729.5,163.624169192,167.867558127,32.2775620629
084r,20091017,above729.6,154.170177768,157.775504947,29.178266434
084r,20091017,above729.7,144.569597186,147.586620138,26.4691717338
084r,20091017,above729.8,132.418578342,134.949503759,24.2106783002
084r,20091017,above729.9,115.778832504,117.977643711,22.9786149569
084r,20091017,above730.0,110.165524033,112.110361126,21.9846027894
084r,20091017,above730.1,104.91309047,106.618103153,20.7874593389
084r,20091017,above730.2,99.6728906511,101.141748109,19.1072755573
084r,20091017,above730.3,94.1717658588,95.420701372,16.4966050061
084r,20091017,above730.4,87.8999149882,88.953255418,13.6511175621
084r,20091017,above730.5,78.6990413545,79.6013502766,10.8424406374
084r,20091017,above730.6,56.8200455721,57.6142478663,8.85843329111
084r,20091017,above730.7,44.0661169047,44.7756442656,8.03638472435
084r,20091017,above730.8,37.5944034726,38.2062639104,7.44940318266
084r,20091017,above730.9,32.7008234215,33.2057189015,6.64009251531
084r,20091017,above731.0,27.6438752147,28.0429386036,5.23505263227
084r,20091017,above731.1,22.1158480159,22.4169614988,3.52316501018
084r,20091017,above731.2,14.3902131547,14.5912914982,1.92434037641
084r,20091017,above731.3,9.24295215521,9.34139668287,0.773657590243
