Site,Date,Plane_Height,Area_2D,Area_3D,Volume
084r,20080927,8kto25k,752.119924151,779.036353905,271.635262947
084r,20080927,above725.9,1024.07755053,1064.50043275,363.603886895
084r,20080927,above726.0,995.366590516,1035.03139737,351.079961238
084r,20080927,above726.1,964.703542394,1003.63554194,336.293630904
084r,20080927,above726.2,930.080319953,968.320273149,318.528786182
084r,20080927,above726.3,884.825101749,922.399587268,298.527649039
084r,20080927,above726.4,822.306644553,859.123655269,277.954780106
084r,20080927,above726.5,762.4779202,798.506846644,257.084975967
084r,20080927,above726.6,708.8552829,744.046037539,234.968322274
084r,20080927,above726.7,666.40166501,700.65054078,214.303498466
084r,20080927,above726.8,624.169019906,657.355734054,195.254695172
084r,20080927,above726.9,556.513557069,588.684782272,179.901318378
084r,20080927,above727.0,510.813992329,542.198956598,168.376836825
084r,20080927,above727.1,456.991864376,487.560806675,159.627994906
084r,20080927,above727.2,412.961401841,442.455978196,153.338412272
084r,20080927,above727.3,385.668340115,413.887944666,148.504564126
084r,20080927,above727.4,366.917403636,393.772782734,143.908873134
084r,20080927,above727.5,352.688968411,378.048789573,139.184276051
084r,20080927,above727.6,343.308382319,367.052811526,134.25976066
084r,20080927,above727.7,335.246323135,357.424648232,129.157401686
084r,20080927,above727.8,327.310792006,348.008288115,123.985962088
084r,20080927,above727.9,318.76604753,338.091382605,118.793797344
084r,20080927,above728.0,309.807445543,327.88487293,113.646951956
084r,20080927,above728.1,301.257075335,318.163171936,108.485455752
084r,20080927,above728.2,292.339967546,308.15533237,103.381969771
084r,20080927,above728.3,283.230502086,298.021657788,98.3941972854
084r,20080927,above728.4,274.508567977,288.308794478,93.4582871148
084r,20080927,above728.5,266.028770791,278.854672455,88.4334208695
084r,20080927,above728.6,257.613524463,269.479400951,83.2823604775
084r,20080927,above728.7,249.314179044,260.217512607,78.0000870824
084r,20080927,above728.8,240.969284891,250.91298222,72.4277247796
084r,20080927,above728.9,232.249474971,241.230480994,66.4113581937
084r,20080927,above729.0,222.910856722,230.939998202,59.88943495
084r,20080927,above729.1,213.0351525,220.159787875,53.4851915177
084r,20080927,above729.2,202.778749678,209.046623781,47.6353127078
084r,20080927,above729.3,192.389836068,197.884255528,42.3135700353
084r,20080927,above729.4,181.909120718,186.685925015,37.5126308194
084r,20080927,above729.5,171.396549909,175.509061023,33.2483879373
084r,20080927,above729.6,160.235478951,163.765329655,29.5388010499
084r,20080927,above729.7,148.559217192,151.593706224,26.399370001
084r,20080927,above729.8,135.705824884,138.320880722,23.87983651
084r,20080927,above729.9,122.57052854,124.876655214,22.1259613894
084r,20080927,above730.0,116.420256363,118.488031572,20.567881811
084r,20080927,above730.1,110.312220458,112.154704166,18.8709162327
084r,20080927,above730.2,104.026677771,105.651374274,16.794991306
084r,20080927,above730.3,97.4789210791,98.8926225054,13.8846594505
084r,20080927,above730.4,89.7768274196,91.0056564311,10.8666092004
084r,20080927,above730.5,74.4059434811,75.485763958,8.1210136208
084r,20080927,above730.6,51.5500973781,52.4613549275,6.7313537572
084r,20080927,above730.7,42.1917301534,42.9093076636,6.08759479117
084r,20080927,above730.8,34.7855852282,35.3544040183,5.597162835
084r,20080927,above730.9,28.4669983929,28.919931708,5.05340791481
084r,20080927,above731.0,23.6225360725,23.9726968753,4.02963576707
084r,20080927,above731.1,18.2928861422,18.5388314733,2.67657984596
084r,20080927,above731.2,11.0235976286,11.1728616949,1.42658527004
084r,20080927,above731.3,6.67177815065,6.74256502835,0.561743385513
